Date,DishID,Vegetarian,Price,QuantitySold,DayOfWeek,Occasion
30-04-2022,8,Yes,450,23,Saturday,None
30-04-2022,9,No,500,5,Saturday,None
30-04-2022,10,Yes,550,26,Saturday,None
01-05-2022,1,No,100,16,Sunday,Labour Day
01-05-2022,2,Yes,150,28,Sunday,Labour Day
01-05-2022,3,No,200,10,Sunday,Labour Day
01-05-2022,4,Yes,250,15,Sunday,Labour Day
01-05-2022,5,No,300,1,Sunday,Labour Day
01-05-2022,6,Yes,350,1,Sunday,Labour Day
01-05-2022,7,No,400,29,Sunday,Labour Day
01-05-2022,8,Yes,450,16,Sunday,Labour Day
01-05-2022,9,No,500,3,Sunday,Labour Day
01-05-2022,10,Yes,550,1,Sunday,Labour Day
02-05-2022,1,No,100,9,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,2,Yes,150,28,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,3,No,200,28,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,4,Yes,250,21,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,5,No,300,4,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,6,Yes,350,28,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,7,No,400,5,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,8,Yes,450,9,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,9,No,500,22,Monday,Eid ul-Fitr* (*estimated)
02-05-2022,10,Yes,550,27,Monday,Eid ul-Fitr* (*estimated)
03-05-2022,1,No,100,10,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,2,Yes,150,7,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,3,No,200,4,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,4,Yes,250,8,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,5,No,300,0,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,6,Yes,350,7,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,7,No,400,11,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,8,Yes,450,14,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,9,No,500,13,Tuesday,Eid ul-Fitr* (*estimated)
03-05-2022,10,Yes,550,13,Tuesday,Eid ul-Fitr* (*estimated)
04-05-2022,1,No,100,18,Wednesday,None
04-05-2022,2,Yes,150,29,Wednesday,None
04-05-2022,3,No,200,16,Wednesday,None
04-05-2022,4,Yes,250,5,Wednesday,None
04-05-2022,5,No,300,20,Wednesday,None
04-05-2022,6,Yes,350,8,Wednesday,None
04-05-2022,7,No,400,10,Wednesday,None
04-05-2022,8,Yes,450,11,Wednesday,None
04-05-2022,9,No,500,9,Wednesday,None
04-05-2022,10,Yes,550,3,Wednesday,None
05-05-2022,1,No,100,24,Thursday,None
05-05-2022,2,Yes,150,10,Thursday,None
05-05-2022,3,No,200,0,Thursday,None
05-05-2022,4,Yes,250,9,Thursday,None
05-05-2022,5,No,300,9,Thursday,None
05-05-2022,6,Yes,350,15,Thursday,None
05-05-2022,7,No,400,6,Thursday,None
05-05-2022,8,Yes,450,26,Thursday,None
05-05-2022,9,No,500,6,Thursday,None
05-05-2022,10,Yes,550,21,Thursday,None
06-05-2022,1,No,100,7,Friday,None
06-05-2022,2,Yes,150,1,Friday,None
06-05-2022,3,No,200,14,Friday,None
06-05-2022,4,Yes,250,29,Friday,None
06-05-2022,5,No,300,29,Friday,None
06-05-2022,6,Yes,350,25,Friday,None
06-05-2022,7,No,400,10,Friday,None
06-05-2022,8,Yes,450,0,Friday,None
06-05-2022,9,No,500,13,Friday,None
06-05-2022,10,Yes,550,22,Friday,None
07-05-2022,1,No,100,23,Saturday,None
07-05-2022,2,Yes,150,24,Saturday,None
07-05-2022,3,No,200,9,Saturday,None
07-05-2022,4,Yes,250,17,Saturday,None
07-05-2022,5,No,300,25,Saturday,None
07-05-2022,6,Yes,350,22,Saturday,None
07-05-2022,7,No,400,11,Saturday,None
07-05-2022,8,Yes,450,9,Saturday,None
07-05-2022,9,No,500,3,Saturday,None
07-05-2022,10,Yes,550,4,Saturday,None
08-05-2022,1,No,100,18,Sunday,None
08-05-2022,2,Yes,150,5,Sunday,None
08-05-2022,3,No,200,3,Sunday,None
08-05-2022,4,Yes,250,7,Sunday,None
08-05-2022,5,No,300,7,Sunday,None
08-05-2022,6,Yes,350,9,Sunday,None
08-05-2022,7,No,400,24,Sunday,None
08-05-2022,8,Yes,450,3,Sunday,None
08-05-2022,9,No,500,2,Sunday,None
08-05-2022,10,Yes,550,23,Sunday,None
09-05-2022,1,No,100,20,Monday,None
09-05-2022,2,Yes,150,7,Monday,None
09-05-2022,3,No,200,17,Monday,None
09-05-2022,4,Yes,250,12,Monday,None
09-05-2022,5,No,300,4,Monday,None
09-05-2022,6,Yes,350,26,Monday,None
09-05-2022,7,No,400,27,Monday,None
09-05-2022,8,Yes,450,27,Monday,None
09-05-2022,9,No,500,27,Monday,None
09-05-2022,10,Yes,550,5,Monday,None
10-05-2022,1,No,100,19,Tuesday,None
10-05-2022,2,Yes,150,28,Tuesday,None
10-05-2022,3,No,200,1,Tuesday,None
10-05-2022,4,Yes,250,9,Tuesday,None
10-05-2022,5,No,300,22,Tuesday,None
10-05-2022,6,Yes,350,0,Tuesday,None
10-05-2022,7,No,400,1,Tuesday,None
10-05-2022,8,Yes,450,27,Tuesday,None
10-05-2022,9,No,500,28,Tuesday,None
10-05-2022,10,Yes,550,26,Tuesday,None
11-05-2022,1,No,100,27,Wednesday,None
11-05-2022,2,Yes,150,1,Wednesday,None
11-05-2022,3,No,200,26,Wednesday,None
11-05-2022,4,Yes,250,2,Wednesday,None
11-05-2022,5,No,300,26,Wednesday,None
11-05-2022,6,Yes,350,26,Wednesday,None
11-05-2022,7,No,400,7,Wednesday,None
11-05-2022,8,Yes,450,10,Wednesday,None
11-05-2022,9,No,500,6,Wednesday,None
11-05-2022,10,Yes,550,4,Wednesday,None
12-05-2022,1,No,100,24,Thursday,None
12-05-2022,2,Yes,150,3,Thursday,None
12-05-2022,3,No,200,21,Thursday,None
12-05-2022,4,Yes,250,16,Thursday,None
12-05-2022,5,No,300,1,Thursday,None
12-05-2022,6,Yes,350,12,Thursday,None
12-05-2022,7,No,400,27,Thursday,None
12-05-2022,8,Yes,450,16,Thursday,None
12-05-2022,9,No,500,28,Thursday,None
12-05-2022,10,Yes,550,10,Thursday,None
13-05-2022,1,No,100,3,Friday,None
13-05-2022,2,Yes,150,29,Friday,None
13-05-2022,3,No,200,27,Friday,None
13-05-2022,4,Yes,250,18,Friday,None
13-05-2022,5,No,300,0,Friday,None
13-05-2022,6,Yes,350,17,Friday,None
13-05-2022,7,No,400,3,Friday,None
13-05-2022,8,Yes,450,28,Friday,None
13-05-2022,9,No,500,25,Friday,None
13-05-2022,10,Yes,550,0,Friday,None
14-05-2022,1,No,100,22,Saturday,None
14-05-2022,2,Yes,150,0,Saturday,None
14-05-2022,3,No,200,26,Saturday,None
14-05-2022,4,Yes,250,0,Saturday,None
14-05-2022,5,No,300,24,Saturday,None
14-05-2022,6,Yes,350,6,Saturday,None
14-05-2022,7,No,400,8,Saturday,None
14-05-2022,8,Yes,450,7,Saturday,None
14-05-2022,9,No,500,26,Saturday,None
14-05-2022,10,Yes,550,16,Saturday,None
15-05-2022,1,No,100,22,Sunday,None
15-05-2022,2,Yes,150,5,Sunday,None
15-05-2022,3,No,200,10,Sunday,None
15-05-2022,4,Yes,250,19,Sunday,None
15-05-2022,5,No,300,10,Sunday,None
15-05-2022,6,Yes,350,28,Sunday,None
15-05-2022,7,No,400,23,Sunday,None
15-05-2022,8,Yes,450,4,Sunday,None
15-05-2022,9,No,500,9,Sunday,None
15-05-2022,10,Yes,550,16,Sunday,None
16-05-2022,1,No,100,1,Monday,None
16-05-2022,2,Yes,150,19,Monday,None
16-05-2022,3,No,200,28,Monday,None
16-05-2022,4,Yes,250,28,Monday,None
16-05-2022,5,No,300,19,Monday,None
16-05-2022,6,Yes,350,17,Monday,None
16-05-2022,7,No,400,18,Monday,None
16-05-2022,8,Yes,450,17,Monday,None
16-05-2022,9,No,500,24,Monday,None
16-05-2022,10,Yes,550,27,Monday,None
17-05-2022,1,No,100,15,Tuesday,None
17-05-2022,2,Yes,150,27,Tuesday,None
17-05-2022,3,No,200,1,Tuesday,None
17-05-2022,4,Yes,250,10,Tuesday,None
17-05-2022,5,No,300,15,Tuesday,None
17-05-2022,6,Yes,350,27,Tuesday,None
17-05-2022,7,No,400,16,Tuesday,None
17-05-2022,8,Yes,450,3,Tuesday,None
17-05-2022,9,No,500,18,Tuesday,None
17-05-2022,10,Yes,550,9,Tuesday,None
18-05-2022,1,No,100,13,Wednesday,None
18-05-2022,2,Yes,150,3,Wednesday,None
18-05-2022,3,No,200,9,Wednesday,None
18-05-2022,4,Yes,250,14,Wednesday,None
18-05-2022,5,No,300,18,Wednesday,None
18-05-2022,6,Yes,350,26,Wednesday,None
18-05-2022,7,No,400,15,Wednesday,None
18-05-2022,8,Yes,450,21,Wednesday,None
18-05-2022,9,No,500,0,Wednesday,None
18-05-2022,10,Yes,550,26,Wednesday,None
19-05-2022,1,No,100,24,Thursday,None
19-05-2022,2,Yes,150,25,Thursday,None
19-05-2022,3,No,200,6,Thursday,None
19-05-2022,4,Yes,250,6,Thursday,None
19-05-2022,5,No,300,26,Thursday,None
19-05-2022,6,Yes,350,27,Thursday,None
19-05-2022,7,No,400,8,Thursday,None
19-05-2022,8,Yes,450,0,Thursday,None
19-05-2022,9,No,500,11,Thursday,None
19-05-2022,10,Yes,550,29,Thursday,None
20-05-2022,1,No,100,5,Friday,None
20-05-2022,2,Yes,150,27,Friday,None
20-05-2022,3,No,200,18,Friday,None
20-05-2022,4,Yes,250,14,Friday,None
20-05-2022,5,No,300,6,Friday,None
20-05-2022,6,Yes,350,22,Friday,None
20-05-2022,7,No,400,3,Friday,None
20-05-2022,8,Yes,450,5,Friday,None
20-05-2022,9,No,500,21,Friday,None
20-05-2022,10,Yes,550,19,Friday,None
21-05-2022,1,No,100,26,Saturday,None
21-05-2022,2,Yes,150,15,Saturday,None
21-05-2022,3,No,200,13,Saturday,None
21-05-2022,4,Yes,250,0,Saturday,None
21-05-2022,5,No,300,8,Saturday,None
21-05-2022,6,Yes,350,25,Saturday,None
21-05-2022,7,No,400,9,Saturday,None
21-05-2022,8,Yes,450,26,Saturday,None
21-05-2022,9,No,500,1,Saturday,None
21-05-2022,10,Yes,550,4,Saturday,None
22-05-2022,1,No,100,29,Sunday,None
22-05-2022,2,Yes,150,26,Sunday,None
22-05-2022,3,No,200,11,Sunday,None
22-05-2022,4,Yes,250,3,Sunday,None
22-05-2022,5,No,300,19,Sunday,None
22-05-2022,6,Yes,350,22,Sunday,None
22-05-2022,7,No,400,18,Sunday,None
22-05-2022,8,Yes,450,8,Sunday,None
22-05-2022,9,No,500,7,Sunday,None
22-05-2022,10,Yes,550,11,Sunday,None
23-05-2022,1,No,100,22,Monday,None
23-05-2022,2,Yes,150,6,Monday,None
23-05-2022,3,No,200,28,Monday,None
23-05-2022,4,Yes,250,28,Monday,None
23-05-2022,5,No,300,13,Monday,None
23-05-2022,6,Yes,350,19,Monday,None
23-05-2022,7,No,400,29,Monday,None
23-05-2022,8,Yes,450,11,Monday,None
23-05-2022,9,No,500,28,Monday,None
23-05-2022,10,Yes,550,3,Monday,None
24-05-2022,1,No,100,10,Tuesday,None
24-05-2022,2,Yes,150,0,Tuesday,None
24-05-2022,3,No,200,12,Tuesday,None
24-05-2022,4,Yes,250,18,Tuesday,None
24-05-2022,5,No,300,9,Tuesday,None
24-05-2022,6,Yes,350,13,Tuesday,None
24-05-2022,7,No,400,9,Tuesday,None
24-05-2022,8,Yes,450,22,Tuesday,None
24-05-2022,9,No,500,23,Tuesday,None
24-05-2022,10,Yes,550,16,Tuesday,None
25-05-2022,1,No,100,5,Wednesday,None
25-05-2022,2,Yes,150,11,Wednesday,None
25-05-2022,3,No,200,23,Wednesday,None
25-05-2022,4,Yes,250,10,Wednesday,None
25-05-2022,5,No,300,9,Wednesday,None
25-05-2022,6,Yes,350,3,Wednesday,None
25-05-2022,7,No,400,24,Wednesday,None
25-05-2022,8,Yes,450,26,Wednesday,None
25-05-2022,9,No,500,2,Wednesday,None
25-05-2022,10,Yes,550,4,Wednesday,None
26-05-2022,1,No,100,16,Thursday,None
26-05-2022,2,Yes,150,22,Thursday,None
26-05-2022,3,No,200,4,Thursday,None
26-05-2022,4,Yes,250,14,Thursday,None
26-05-2022,5,No,300,0,Thursday,None
26-05-2022,6,Yes,350,17,Thursday,None
26-05-2022,7,No,400,26,Thursday,None
26-05-2022,8,Yes,450,3,Thursday,None
26-05-2022,9,No,500,28,Thursday,None
26-05-2022,10,Yes,550,23,Thursday,None
27-05-2022,1,No,100,8,Friday,None
27-05-2022,2,Yes,150,16,Friday,None
27-05-2022,3,No,200,20,Friday,None
27-05-2022,4,Yes,250,3,Friday,None
27-05-2022,5,No,300,25,Friday,None
27-05-2022,6,Yes,350,21,Friday,None
27-05-2022,7,No,400,5,Friday,None
27-05-2022,8,Yes,450,15,Friday,None
27-05-2022,9,No,500,4,Friday,None
27-05-2022,10,Yes,550,8,Friday,None
28-05-2022,1,No,100,20,Saturday,None
28-05-2022,2,Yes,150,10,Saturday,None
28-05-2022,3,No,200,23,Saturday,None
28-05-2022,4,Yes,250,22,Saturday,None
28-05-2022,5,No,300,7,Saturday,None
28-05-2022,6,Yes,350,23,Saturday,None
28-05-2022,7,No,400,28,Saturday,None
28-05-2022,8,Yes,450,11,Saturday,None
28-05-2022,9,No,500,25,Saturday,None
28-05-2022,10,Yes,550,5,Saturday,None
29-05-2022,1,No,100,10,Sunday,None
29-05-2022,2,Yes,150,4,Sunday,None
29-05-2022,3,No,200,24,Sunday,None
29-05-2022,4,Yes,250,21,Sunday,None
29-05-2022,5,No,300,15,Sunday,None
29-05-2022,6,Yes,350,4,Sunday,None
29-05-2022,7,No,400,22,Sunday,None
29-05-2022,8,Yes,450,18,Sunday,None
29-05-2022,9,No,500,8,Sunday,None
29-05-2022,10,Yes,550,6,Sunday,None
30-05-2022,1,No,100,26,Monday,None
30-05-2022,2,Yes,150,28,Monday,None
30-05-2022,3,No,200,1,Monday,None
30-05-2022,4,Yes,250,11,Monday,None
30-05-2022,5,No,300,8,Monday,None
30-05-2022,6,Yes,350,13,Monday,None
30-05-2022,7,No,400,24,Monday,None
30-05-2022,8,Yes,450,8,Monday,None
30-05-2022,9,No,500,6,Monday,None
30-05-2022,10,Yes,550,12,Monday,None
31-05-2022,1,No,100,24,Tuesday,None
31-05-2022,2,Yes,150,4,Tuesday,None
31-05-2022,3,No,200,23,Tuesday,None
31-05-2022,4,Yes,250,19,Tuesday,None
31-05-2022,5,No,300,7,Tuesday,None
31-05-2022,6,Yes,350,27,Tuesday,None
31-05-2022,7,No,400,13,Tuesday,None
31-05-2022,8,Yes,450,1,Tuesday,None
31-05-2022,9,No,500,22,Tuesday,None
31-05-2022,10,Yes,550,29,Tuesday,None
01-06-2022,1,No,100,20,Wednesday,None
01-06-2022,2,Yes,150,19,Wednesday,None
01-06-2022,3,No,200,29,Wednesday,None
01-06-2022,4,Yes,250,7,Wednesday,None
01-06-2022,5,No,300,0,Wednesday,None
01-06-2022,6,Yes,350,12,Wednesday,None
01-06-2022,7,No,400,20,Wednesday,None
01-06-2022,8,Yes,450,2,Wednesday,None
01-06-2022,9,No,500,18,Wednesday,None
01-06-2022,10,Yes,550,23,Wednesday,None
02-06-2022,1,No,100,7,Thursday,None
02-06-2022,2,Yes,150,28,Thursday,None
02-06-2022,3,No,200,28,Thursday,None
02-06-2022,4,Yes,250,20,Thursday,None
02-06-2022,5,No,300,6,Thursday,None
02-06-2022,6,Yes,350,20,Thursday,None
02-06-2022,7,No,400,2,Thursday,None
02-06-2022,8,Yes,450,20,Thursday,None
02-06-2022,9,No,500,6,Thursday,None
02-06-2022,10,Yes,550,15,Thursday,None
03-06-2022,1,No,100,22,Friday,None
03-06-2022,2,Yes,150,3,Friday,None
03-06-2022,3,No,200,29,Friday,None
03-06-2022,4,Yes,250,16,Friday,None
03-06-2022,5,No,300,28,Friday,None
03-06-2022,6,Yes,350,15,Friday,None
03-06-2022,7,No,400,5,Friday,None
03-06-2022,8,Yes,450,10,Friday,None
03-06-2022,9,No,500,18,Friday,None
03-06-2022,10,Yes,550,10,Friday,None
04-06-2022,1,No,100,25,Saturday,None
04-06-2022,2,Yes,150,3,Saturday,None
04-06-2022,3,No,200,16,Saturday,None
04-06-2022,4,Yes,250,12,Saturday,None
04-06-2022,5,No,300,25,Saturday,None
04-06-2022,6,Yes,350,16,Saturday,None
04-06-2022,7,No,400,17,Saturday,None
04-06-2022,8,Yes,450,12,Saturday,None
04-06-2022,9,No,500,14,Saturday,None
04-06-2022,10,Yes,550,11,Saturday,None
05-06-2022,1,No,100,13,Sunday,Feast of Pentecost
05-06-2022,2,Yes,150,12,Sunday,Feast of Pentecost
05-06-2022,3,No,200,7,Sunday,Feast of Pentecost
05-06-2022,4,Yes,250,12,Sunday,Feast of Pentecost
05-06-2022,5,No,300,27,Sunday,Feast of Pentecost
05-06-2022,6,Yes,350,15,Sunday,Feast of Pentecost
05-06-2022,7,No,400,13,Sunday,Feast of Pentecost
05-06-2022,8,Yes,450,24,Sunday,Feast of Pentecost
05-06-2022,9,No,500,2,Sunday,Feast of Pentecost
05-06-2022,10,Yes,550,11,Sunday,Feast of Pentecost
06-06-2022,1,No,100,27,Monday,None
06-06-2022,2,Yes,150,18,Monday,None
06-06-2022,3,No,200,6,Monday,None
06-06-2022,4,Yes,250,7,Monday,None
06-06-2022,5,No,300,25,Monday,None
06-06-2022,6,Yes,350,5,Monday,None
06-06-2022,7,No,400,16,Monday,None
06-06-2022,8,Yes,450,28,Monday,None
06-06-2022,9,No,500,27,Monday,None
06-06-2022,10,Yes,550,10,Monday,None
07-06-2022,1,No,100,8,Tuesday,None
07-06-2022,2,Yes,150,4,Tuesday,None
07-06-2022,3,No,200,2,Tuesday,None
07-06-2022,4,Yes,250,6,Tuesday,None
07-06-2022,5,No,300,20,Tuesday,None
07-06-2022,6,Yes,350,1,Tuesday,None
07-06-2022,7,No,400,21,Tuesday,None
07-06-2022,8,Yes,450,17,Tuesday,None
07-06-2022,9,No,500,20,Tuesday,None
07-06-2022,10,Yes,550,13,Tuesday,None
08-06-2022,1,No,100,19,Wednesday,None
08-06-2022,2,Yes,150,22,Wednesday,None
08-06-2022,3,No,200,20,Wednesday,None
08-06-2022,4,Yes,250,22,Wednesday,None
08-06-2022,5,No,300,21,Wednesday,None
08-06-2022,6,Yes,350,23,Wednesday,None
08-06-2022,7,No,400,15,Wednesday,None
08-06-2022,8,Yes,450,7,Wednesday,None
08-06-2022,9,No,500,16,Wednesday,None
08-06-2022,10,Yes,550,15,Wednesday,None
09-06-2022,1,No,100,14,Thursday,None
09-06-2022,2,Yes,150,12,Thursday,None
09-06-2022,3,No,200,14,Thursday,None
09-06-2022,4,Yes,250,12,Thursday,None
09-06-2022,5,No,300,21,Thursday,None
09-06-2022,6,Yes,350,4,Thursday,None
09-06-2022,7,No,400,10,Thursday,None
09-06-2022,8,Yes,450,15,Thursday,None
09-06-2022,9,No,500,21,Thursday,None
09-06-2022,10,Yes,550,8,Thursday,None
10-06-2022,1,No,100,5,Friday,None
10-06-2022,2,Yes,150,7,Friday,None
10-06-2022,3,No,200,29,Friday,None
10-06-2022,4,Yes,250,6,Friday,None
10-06-2022,5,No,300,0,Friday,None
10-06-2022,6,Yes,350,20,Friday,None
10-06-2022,7,No,400,24,Friday,None
10-06-2022,8,Yes,450,11,Friday,None
10-06-2022,9,No,500,0,Friday,None
10-06-2022,10,Yes,550,18,Friday,None
11-06-2022,1,No,100,3,Saturday,None
11-06-2022,2,Yes,150,2,Saturday,None
11-06-2022,3,No,200,0,Saturday,None
11-06-2022,4,Yes,250,21,Saturday,None
11-06-2022,5,No,300,0,Saturday,None
11-06-2022,6,Yes,350,19,Saturday,None
11-06-2022,7,No,400,10,Saturday,None
11-06-2022,8,Yes,450,3,Saturday,None
11-06-2022,9,No,500,21,Saturday,None
11-06-2022,10,Yes,550,6,Saturday,None
12-06-2022,1,No,100,9,Sunday,None
12-06-2022,2,Yes,150,17,Sunday,None
12-06-2022,3,No,200,7,Sunday,None
12-06-2022,4,Yes,250,0,Sunday,None
12-06-2022,5,No,300,14,Sunday,None
12-06-2022,6,Yes,350,24,Sunday,None
12-06-2022,7,No,400,12,Sunday,None
12-06-2022,8,Yes,450,18,Sunday,None
12-06-2022,9,No,500,1,Sunday,None
12-06-2022,10,Yes,550,24,Sunday,None
13-06-2022,1,No,100,28,Monday,None
13-06-2022,2,Yes,150,15,Monday,None
13-06-2022,3,No,200,16,Monday,None
13-06-2022,4,Yes,250,8,Monday,None
13-06-2022,5,No,300,13,Monday,None
13-06-2022,6,Yes,350,11,Monday,None
13-06-2022,7,No,400,12,Monday,None
13-06-2022,8,Yes,450,20,Monday,None
13-06-2022,9,No,500,20,Monday,None
13-06-2022,10,Yes,550,15,Monday,None
14-06-2022,1,No,100,28,Tuesday,None
14-06-2022,2,Yes,150,23,Tuesday,None
14-06-2022,3,No,200,9,Tuesday,None
14-06-2022,4,Yes,250,22,Tuesday,None
14-06-2022,5,No,300,22,Tuesday,None
14-06-2022,6,Yes,350,28,Tuesday,None
14-06-2022,7,No,400,9,Tuesday,None
14-06-2022,8,Yes,450,18,Tuesday,None
14-06-2022,9,No,500,4,Tuesday,None
14-06-2022,10,Yes,550,5,Tuesday,None
15-06-2022,1,No,100,25,Wednesday,None
15-06-2022,2,Yes,150,8,Wednesday,None
15-06-2022,3,No,200,15,Wednesday,None
15-06-2022,4,Yes,250,24,Wednesday,None
15-06-2022,5,No,300,25,Wednesday,None
15-06-2022,6,Yes,350,10,Wednesday,None
15-06-2022,7,No,400,3,Wednesday,None
15-06-2022,8,Yes,450,16,Wednesday,None
15-06-2022,9,No,500,17,Wednesday,None
15-06-2022,10,Yes,550,17,Wednesday,None
16-06-2022,1,No,100,11,Thursday,None
16-06-2022,2,Yes,150,24,Thursday,None
16-06-2022,3,No,200,16,Thursday,None
16-06-2022,4,Yes,250,14,Thursday,None
16-06-2022,5,No,300,16,Thursday,None
16-06-2022,6,Yes,350,7,Thursday,None
16-06-2022,7,No,400,9,Thursday,None
16-06-2022,8,Yes,450,6,Thursday,None
16-06-2022,9,No,500,10,Thursday,None
16-06-2022,10,Yes,550,28,Thursday,None
17-06-2022,1,No,100,16,Friday,None
17-06-2022,2,Yes,150,29,Friday,None
17-06-2022,3,No,200,8,Friday,None
17-06-2022,4,Yes,250,1,Friday,None
17-06-2022,5,No,300,17,Friday,None
17-06-2022,6,Yes,350,3,Friday,None
17-06-2022,7,No,400,2,Friday,None
17-06-2022,8,Yes,450,25,Friday,None
17-06-2022,9,No,500,22,Friday,None
17-06-2022,10,Yes,550,3,Friday,None
18-06-2022,1,No,100,17,Saturday,None
18-06-2022,2,Yes,150,4,Saturday,None
18-06-2022,3,No,200,17,Saturday,None
18-06-2022,4,Yes,250,23,Saturday,None
18-06-2022,5,No,300,29,Saturday,None
18-06-2022,6,Yes,350,21,Saturday,None
18-06-2022,7,No,400,13,Saturday,None
18-06-2022,8,Yes,450,7,Saturday,None
18-06-2022,9,No,500,14,Saturday,None
18-06-2022,10,Yes,550,28,Saturday,None
19-06-2022,1,No,100,5,Sunday,None
19-06-2022,2,Yes,150,29,Sunday,None
19-06-2022,3,No,200,5,Sunday,None
19-06-2022,4,Yes,250,22,Sunday,None
19-06-2022,5,No,300,9,Sunday,None
19-06-2022,6,Yes,350,4,Sunday,None
19-06-2022,7,No,400,11,Sunday,None
19-06-2022,8,Yes,450,0,Sunday,None
19-06-2022,9,No,500,26,Sunday,None
19-06-2022,10,Yes,550,7,Sunday,None
20-06-2022,1,No,100,0,Monday,None
20-06-2022,2,Yes,150,15,Monday,None
20-06-2022,3,No,200,15,Monday,None
20-06-2022,4,Yes,250,15,Monday,None
20-06-2022,5,No,300,9,Monday,None
20-06-2022,6,Yes,350,2,Monday,None
20-06-2022,7,No,400,13,Monday,None
20-06-2022,8,Yes,450,4,Monday,None
20-06-2022,9,No,500,1,Monday,None
20-06-2022,10,Yes,550,2,Monday,None
21-06-2022,1,No,100,29,Tuesday,None
21-06-2022,2,Yes,150,11,Tuesday,None
21-06-2022,3,No,200,15,Tuesday,None
21-06-2022,4,Yes,250,8,Tuesday,None
21-06-2022,5,No,300,25,Tuesday,None
21-06-2022,6,Yes,350,3,Tuesday,None
21-06-2022,7,No,400,14,Tuesday,None
21-06-2022,8,Yes,450,1,Tuesday,None
21-06-2022,9,No,500,6,Tuesday,None
21-06-2022,10,Yes,550,24,Tuesday,None
22-06-2022,1,No,100,6,Wednesday,None
22-06-2022,2,Yes,150,24,Wednesday,None
22-06-2022,3,No,200,16,Wednesday,None
22-06-2022,4,Yes,250,15,Wednesday,None
22-06-2022,5,No,300,21,Wednesday,None
22-06-2022,6,Yes,350,22,Wednesday,None
22-06-2022,7,No,400,1,Wednesday,None
22-06-2022,8,Yes,450,12,Wednesday,None
22-06-2022,9,No,500,0,Wednesday,None
22-06-2022,10,Yes,550,2,Wednesday,None
23-06-2022,1,No,100,10,Thursday,None
23-06-2022,2,Yes,150,22,Thursday,None
23-06-2022,3,No,200,25,Thursday,None
23-06-2022,4,Yes,250,10,Thursday,None
23-06-2022,5,No,300,12,Thursday,None
23-06-2022,6,Yes,350,4,Thursday,None
23-06-2022,7,No,400,8,Thursday,None
23-06-2022,8,Yes,450,11,Thursday,None
23-06-2022,9,No,500,7,Thursday,None
23-06-2022,10,Yes,550,18,Thursday,None
24-06-2022,1,No,100,21,Friday,None
24-06-2022,2,Yes,150,19,Friday,None
24-06-2022,3,No,200,4,Friday,None
24-06-2022,4,Yes,250,12,Friday,None
24-06-2022,5,No,300,15,Friday,None
24-06-2022,6,Yes,350,21,Friday,None
24-06-2022,7,No,400,14,Friday,None
24-06-2022,8,Yes,450,20,Friday,None
24-06-2022,9,No,500,21,Friday,None
24-06-2022,10,Yes,550,2,Friday,None
25-06-2022,1,No,100,1,Saturday,None
25-06-2022,2,Yes,150,23,Saturday,None
25-06-2022,3,No,200,25,Saturday,None
25-06-2022,4,Yes,250,18,Saturday,None
25-06-2022,5,No,300,10,Saturday,None
25-06-2022,6,Yes,350,23,Saturday,None
25-06-2022,7,No,400,29,Saturday,None
25-06-2022,8,Yes,450,29,Saturday,None
25-06-2022,9,No,500,29,Saturday,None
25-06-2022,10,Yes,550,15,Saturday,None
26-06-2022,1,No,100,19,Sunday,None
26-06-2022,2,Yes,150,12,Sunday,None
26-06-2022,3,No,200,19,Sunday,None
26-06-2022,4,Yes,250,1,Sunday,None
26-06-2022,5,No,300,23,Sunday,None
26-06-2022,6,Yes,350,19,Sunday,None
26-06-2022,7,No,400,19,Sunday,None
26-06-2022,8,Yes,450,8,Sunday,None
26-06-2022,9,No,500,3,Sunday,None
26-06-2022,10,Yes,550,2,Sunday,None
27-06-2022,1,No,100,12,Monday,None
27-06-2022,2,Yes,150,12,Monday,None
27-06-2022,3,No,200,14,Monday,None
27-06-2022,4,Yes,250,12,Monday,None
27-06-2022,5,No,300,5,Monday,None
27-06-2022,6,Yes,350,26,Monday,None
27-06-2022,7,No,400,11,Monday,None
27-06-2022,8,Yes,450,21,Monday,None
27-06-2022,9,No,500,2,Monday,None
27-06-2022,10,Yes,550,23,Monday,None
28-06-2022,1,No,100,28,Tuesday,None
28-06-2022,2,Yes,150,4,Tuesday,None
28-06-2022,3,No,200,12,Tuesday,None
28-06-2022,4,Yes,250,25,Tuesday,None
28-06-2022,5,No,300,17,Tuesday,None
